date,close
2021-08-06,9.85
2021-08-09,9.72
2021-08-10,9.72
2021-08-11,9.75
2021-08-12,9.75
2021-08-13,9.71
2021-08-16,9.71
2021-08-17,9.72
2021-08-18,9.72
2021-08-19,9.75
2021-08-20,9.8
2021-08-23,9.8
2021-08-24,9.75
2021-08-25,9.73
2021-08-26,9.73
2021-08-27,9.72
2021-08-30,9.75
2021-08-31,9.75
2021-09-01,9.75
2021-09-02,9.75
2021-09-03,9.84
2021-09-07,9.8
2021-09-08,9.85
2021-09-09,9.81
2021-09-10,9.9
2021-09-13,9.9
2021-09-14,9.9
2021-09-15,9.9
2021-09-16,9.9
2021-09-17,9.9
2021-09-20,9.85
2021-09-21,9.9
2021-09-22,9.89
2021-09-23,9.9
2021-09-24,9.87
2021-09-27,9.91
2021-09-28,9.9
2021-09-29,9.89
2021-09-30,9.91
2021-10-01,9.9
2021-10-04,9.89
2021-10-05,9.98
2021-10-06,9.91
2021-10-07,9.92
2021-10-08,9.89
2021-10-11,9.87
2021-10-12,9.9
2021-10-13,9.9
2021-10-14,9.89
2021-10-15,9.88
2021-10-18,9.88
2021-10-19,9.85
2021-10-20,9.85
2021-10-21,9.87
2021-10-22,9.9
2021-10-25,9.9
2021-10-26,9.91
2021-10-27,9.96
2021-10-28,9.94
2021-10-29,9.95
2021-11-01,9.93
2021-11-02,9.95
2021-11-03,9.94
2021-11-04,9.94
2021-11-05,9.94
2021-11-08,9.93
2021-11-09,9.93
2021-11-10,9.95
2021-11-11,9.99
2021-11-12,10.09
2021-11-15,10.04
2021-11-16,10.23
2021-11-17,10.2
2021-11-18,10.19
2021-11-19,10.19
2021-11-22,10.26
2021-11-23,10.21
2021-11-24,10.2
2021-11-26,10.4
2021-11-29,10.27
2021-11-30,10.26
2021-12-01,10.2
2021-12-02,10.1
2021-12-03,9.98
2021-12-06,9.99
2021-12-07,9.99
2021-12-08,9.95
2021-12-09,9.99
2021-12-10,9.96
2021-12-13,9.95
2021-12-14,9.93
2021-12-15,10.0
2021-12-16,10.0
2021-12-17,10.0
2021-12-20,10.01
2021-12-21,10.05
2021-12-22,10.04
2021-12-23,10.04
2021-12-27,9.99
2021-12-28,10.02
2021-12-29,10.05
2021-12-30,10.03
2021-12-31,10.0
2022-01-03,10.0
2022-01-04,10.02
2022-01-05,10.01
2022-01-06,9.99
2022-01-07,9.99
2022-01-10,9.94
2022-01-11,9.91
2022-01-12,9.93
2022-01-13,9.9
2022-01-14,9.9
2022-01-18,9.93
2022-01-19,9.92
2022-01-20,9.9
2022-01-21,9.84
2022-01-24,9.79
2022-01-25,9.75
2022-01-26,9.75
2022-01-27,9.75
2022-01-28,9.75
2022-01-31,9.8
2022-02-01,9.88
2022-02-02,9.84
2022-02-03,9.83
2022-02-04,9.77
2022-02-07,9.81
2022-02-08,9.8
2022-02-09,9.8
2022-02-10,9.77
2022-02-11,9.85
2022-02-14,9.84
2022-02-15,9.94
2022-02-16,9.95
2022-02-17,9.95
2022-02-18,9.95
2022-02-22,9.93
2022-02-23,9.86
2022-02-24,9.82
2022-02-25,9.83
2022-02-28,9.81
2022-03-01,9.79
2022-03-02,9.79
2022-03-03,9.8
2022-03-04,9.81
2022-03-07,9.79
2022-03-08,9.78
2022-03-09,9.78
2022-03-10,9.75
2022-03-11,9.75
2022-03-14,9.76
2022-03-15,9.76
2022-03-16,9.76
2022-03-17,9.8
2022-03-18,9.83
2022-03-21,9.84
2022-03-22,9.84
2022-03-23,9.88
2022-03-24,9.89
2022-03-25,9.86
2022-03-28,9.91
2022-03-29,9.91
2022-03-30,9.85
2022-03-31,9.86
2022-04-01,9.87
2022-04-04,9.85
2022-04-05,9.87
2022-04-06,9.87
2022-04-07,9.87
2022-04-08,9.89
2022-04-11,9.92
2022-04-12,9.9
2022-04-13,9.91
2022-04-14,9.9
2022-04-18,9.88
2022-04-19,9.88
2022-04-20,9.86
2022-04-21,9.86
2022-04-22,9.86
2022-04-25,9.86
2022-04-26,9.82
2022-04-27,9.83
2022-04-28,9.87
2022-04-29,9.82
2022-05-02,9.85
2022-05-03,9.83
2022-05-04,9.82
2022-05-05,9.81
2022-05-06,9.81
2022-05-09,9.8
2022-05-10,9.79
2022-05-11,9.81
2022-05-12,9.79
2022-05-13,9.81
2022-05-16,9.81
2022-05-17,9.81
2022-05-18,9.82
2022-05-19,9.78
2022-05-20,9.78
2022-05-23,9.76
2022-05-24,9.76
2022-05-25,9.79
2022-05-26,9.78
2022-05-27,9.79
2022-05-31,9.79
2022-06-01,9.79
2022-06-02,9.79
2022-06-03,9.79
2022-06-06,9.78
2022-06-07,9.8
2022-06-08,9.78
2022-06-09,9.78
2022-06-10,9.8
2022-06-13,9.8
2022-06-14,9.78
2022-06-15,9.8
2022-06-16,9.79
2022-06-17,9.78
2022-06-21,9.79
2022-06-22,9.79
2022-06-23,9.77
2022-06-24,9.79
2022-06-27,9.81
2022-06-28,9.8
2022-06-29,9.8
2022-06-30,9.76
2022-07-01,9.79
2022-07-05,9.78
2022-07-06,9.78
2022-07-07,9.78
2022-07-08,9.79
2022-07-11,9.79
2022-07-12,9.79
2022-07-13,9.8
2022-07-14,9.79
2022-07-15,9.78
2022-07-18,9.78
2022-07-19,9.78
2022-07-20,9.78
2022-07-21,9.78
2022-07-22,9.8
2022-07-25,9.79
2022-07-26,9.79
2022-07-27,9.8
2022-07-28,9.8
2022-07-29,9.81
2022-08-01,9.79
2022-08-02,9.79
2022-08-03,9.8
2022-08-04,9.8
2022-08-05,9.8
2022-08-08,9.8
2022-08-09,9.8
2022-08-10,9.8
2022-08-11,9.8
2022-08-12,9.81
2022-08-15,9.81
2022-08-16,9.82
2022-08-17,9.81
2022-08-18,9.8
2022-08-19,9.8
2022-08-22,9.8
2022-08-23,9.8
2022-08-24,9.8
2022-08-25,9.79
2022-08-26,9.79
2022-08-29,9.79
2022-08-30,9.79
2022-08-31,9.79
2022-09-01,9.79
2022-09-02,9.87
2022-09-06,9.87
2022-09-07,9.88
2022-09-08,9.88
2022-09-09,9.86
2022-09-12,9.72
2022-09-13,9.85
2022-09-14,9.86
2022-09-15,9.85
2022-09-16,9.85
2022-09-19,9.85
2022-09-20,9.9
2022-09-21,9.88
2022-09-22,9.87
2022-09-23,9.85
2022-09-26,9.85
2022-09-27,9.87
2022-09-28,9.88
2022-09-29,9.85
2022-09-30,9.85
2022-10-03,9.85
2022-10-04,9.87
2022-10-05,9.85
2022-10-06,9.85
2022-10-07,9.85
